180804.744561	1863831.6619	-1390
182163.817963	1863757.93892	-1381
183632.352029	1863869.86659	-1406
184965.531485	1863849.88415	-1580
186702.599732	1864089.82234	-1656
187742.44511	1864074.37871	-1751
189104.602106	1864214.83896	-2030
191909.560921	1864546.89252	-2891
194952.767727	1864769.51705	-3417
196582.881322	1865012.89188	-3910
198158.077486	1865149.73695	-4383
199519.204883	1865236.58754	-4436
201389.092911	1865476.89543	-4487
202697.601853	1865618.96196	-4518
204566.983966	1865831.8581	-4451
206330.061796	1866074.08541	-4369
207637.695306	1866162.19048	-4430
209240.735889	1866406.87591	-4231
210706.774555	1866386.6575	-4318
212149.797241	1866633.75738	-4088
213749.060997	1866611.92482	-4017
215247.465997	1867017.94664	-4006
216981.36251	1867100.84519	-3963
218584.108933	1867346.21532	-3992
220023.333226	1867326.99415	-3727
221624.567855	1867465.18992	-3797
223360.432376	1867709.14707	-3627
225119.046728	1867659.49137	-3539
226293.063385	1867750.47271	-3495
228051.986884	1867727.63438	-3308
229786.306117	1867865.82229	-3111
231386.640887	1867951.60368	-3097
233120.863861	1868088.95378	-2914
234693.138865	1868069.03844	-2296
236426.636597	1868154.62313	-1928
237894.270132	1868295.70554	-2242
239627.683195	1868380.4427	-3087
241226.516975	1868360.68336	-2959
243093.767828	1868498.30836	-2914
244825.789084	1868477.19262	-2760
246289.393046	1868298.9168	-2735
247751.744513	1868015.57849	-2783
249855.522561	1867883.02646	-2829
251347.078268	1867812.17598	-2723
253184.40201	1867684.22467	-2498
254674.709133	1867507.34298	-2439
256406.68798	1867487.19319	-2373
258002.350946	1867201.94185	-2028
260107.357807	1867177.80817	-1486
261571.649241	1867054.86443	-1513
263301.786662	1866874.78273	-1875
265032.541058	1866749.08619	-2315
266922.566836	1866567.52276	-2583
268360.232325	1866445.35703	-2737
269958.934798	1866427.80358	-2969
271822.341193	1866248.0873	-3223
273286.646323	1866124.86819	-3291
275150.070209	1865945.45314	-3530
276748.749634	1865928.42064	-3895
278451.183561	1865643.63703	-4352
280609.389586	1865621.0144	-4585
282047.079806	1865499.80059	-4909
283510.860634	1865324.17857	-5000
285534.73702	1865197.18328	-5046
286999.625511	1865129.1689	-5151
288597.197154	1865006.79253	-5333
290727.111925	1864825.00054	-5670
292191.475193	1864704.22708	-5693
293921.761539	1864527.8219	-5660
295786.826198	1864509.64138	-5611
